Price,Adj Close,Close,High,Low,Open,Volume
Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,NFLX
Date,,,,,,
2019-03-01 00:00:00+00:00,357.32000732421875,357.32000732421875,362.8699951171875,354.69000244140625,362.260009765625,5526500
2019-03-04 00:00:00+00:00,351.0400085449219,351.0400085449219,362.25,348.0400085449219,359.7200012207031,7487000
2019-03-05 00:00:00+00:00,354.29998779296875,354.29998779296875,356.1700134277344,348.25,351.4599914550781,5937800
2019-03-06 00:00:00+00:00,359.6099853515625,359.6099853515625,359.8800048828125,351.70001220703125,353.6000061035156,6211900
2019-03-07 00:00:00+00:00,352.6000061035156,352.6000061035156,362.8599853515625,350.5,360.1600036621094,6151300
2019-03-08 00:00:00+00:00,349.6000061035156,349.6000061035156,349.9200134277344,342.4700012207031,345.75,6898800
2019-03-11 00:00:00+00:00,358.8599853515625,358.8599853515625,358.9800109863281,350.0299987792969,352.0,5387300
2019-03-12 00:00:00+00:00,356.2699890136719,356.2699890136719,360.1300048828125,353.79998779296875,359.3699951171875,5164600
2019-03-13 00:00:00+00:00,361.2099914550781,361.2099914550781,362.4800109863281,352.7699890136719,355.80999755859375,6444100
2019-03-14 00:00:00+00:00,358.82000732421875,358.82000732421875,363.8399963378906,358.1000061035156,360.5,5271400
2019-03-15 00:00:00+00:00,361.4599914550781,361.4599914550781,364.0,358.8900146484375,361.0199890136719,8444500
2019-03-18 00:00:00+00:00,363.44000244140625,363.44000244140625,370.9700012207031,361.8599853515625,362.4700012207031,7194700
2019-03-19 00:00:00+00:00,358.7799987792969,358.7799987792969,366.9599914550781,356.79998779296875,366.3999938964844,7541400
2019-03-20 00:00:00+00:00,375.2200012207031,375.2200012207031,375.8999938964844,357.010009765625,358.9100036621094,10917200
2019-03-21 00:00:00+00:00,377.8699951171875,377.8699951171875,379.0,370.6099853515625,374.0,8544000
2019-03-22 00:00:00+00:00,361.010009765625,361.010009765625,376.42999267578125,360.0400085449219,375.95001220703125,8661300
2019-03-25 00:00:00+00:00,366.2300109863281,366.2300109863281,367.0400085449219,357.44000244140625,359.0,8473800
2019-03-26 00:00:00+00:00,359.9700012207031,359.9700012207031,368.3800048828125,358.0199890136719,367.8699951171875,7666500
2019-03-27 00:00:00+00:00,353.3699951171875,353.3699951171875,362.4700012207031,350.3699951171875,361.0,7852400
2019-03-28 00:00:00+00:00,354.6099853515625,354.6099853515625,355.94000244140625,349.20001220703125,354.489990234375,4361000
2019-03-29 00:00:00+00:00,356.55999755859375,356.55999755859375,358.25,353.7099914550781,357.1600036621094,4705600
2019-04-01 00:00:00+00:00,366.9599914550781,366.9599914550781,368.3299865722656,358.510009765625,359.0,7036100
2019-04-02 00:00:00+00:00,367.7200012207031,367.7200012207031,368.4200134277344,362.2200012207031,366.25,5158700
2019-04-03 00:00:00+00:00,369.75,369.75,373.4100036621094,366.19000244140625,369.260009765625,5368900
2019-04-04 00:00:00+00:00,367.8800048828125,367.8800048828125,372.04998779296875,362.3999938964844,370.07000732421875,4627300
2019-04-05 00:00:00+00:00,365.489990234375,365.489990234375,369.79998779296875,364.6600036621094,369.0,3905500
2019-04-08 00:00:00+00:00,361.4100036621094,361.4100036621094,365.94000244140625,359.92999267578125,365.1099853515625,4653800
2019-04-09 00:00:00+00:00,364.7099914550781,364.7099914550781,366.739990234375,359.0,360.5400085449219,5439200
2019-04-10 00:00:00+00:00,363.9200134277344,363.9200134277344,368.8500061035156,362.25,365.7900085449219,4545600
2019-04-11 00:00:00+00:00,367.6499938964844,367.6499938964844,370.1199951171875,360.80999755859375,365.0,6526900
2019-04-12 00:00:00+00:00,351.1400146484375,351.1400146484375,361.75,349.3599853515625,360.69000244140625,15646200
2019-04-15 00:00:00+00:00,348.8699951171875,348.8699951171875,352.2099914550781,342.2699890136719,350.7099914550781,8842300
2019-04-16 00:00:00+00:00,359.4599914550781,359.4599914550781,364.4800109863281,352.7200012207031,355.0,18740200
2019-04-17 00:00:00+00:00,354.739990234375,354.739990234375,368.760009765625,350.6000061035156,365.04998779296875,18054100
2019-04-18 00:00:00+00:00,360.3500061035156,360.3500061035156,360.4100036621094,351.6400146484375,355.0,8353200
2019-04-22 00:00:00+00:00,377.3399963378906,377.3399963378906,377.69000244140625,359.0,359.70001220703125,11980500
2019-04-23 00:00:00+00:00,381.8900146484375,381.8900146484375,384.79998779296875,374.7099914550781,375.45001220703125,10089800
2019-04-24 00:00:00+00:00,374.2300109863281,374.2300109863281,381.8999938964844,373.2699890136719,381.07000732421875,6541900
2019-04-25 00:00:00+00:00,368.3299865722656,368.3299865722656,374.760009765625,365.70001220703125,374.489990234375,6255500
2019-04-26 00:00:00+00:00,374.8500061035156,374.8500061035156,375.1400146484375,366.239990234375,368.3500061035156,5621900
2019-04-29 00:00:00+00:00,371.8299865722656,371.8299865722656,374.5799865722656,369.1199951171875,373.67999267578125,3821700
2019-04-30 00:00:00+00:00,370.5400085449219,370.5400085449219,374.5,368.3500061035156,369.55999755859375,3870100
2019-05-01 00:00:00+00:00,378.80999755859375,378.80999755859375,385.989990234375,373.1700134277344,374.0,9257300
2019-05-02 00:00:00+00:00,379.05999755859375,379.05999755859375,383.5,374.510009765625,378.0,5398200
2019-05-03 00:00:00+00:00,385.0299987792969,385.0299987792969,385.0299987792969,378.2699890136719,381.5299987792969,5130300
2019-05-06 00:00:00+00:00,378.6700134277344,378.6700134277344,381.3500061035156,376.0,377.69000244140625,5793100
2019-05-07 00:00:00+00:00,370.4599914550781,370.4599914550781,379.9100036621094,365.80999755859375,377.0,6974900
2019-05-08 00:00:00+00:00,364.3699951171875,364.3699951171875,369.0,361.3599853515625,367.9200134277344,6572000
2019-05-09 00:00:00+00:00,362.75,362.75,364.20001220703125,352.75,360.8999938964844,5882600
2019-05-10 00:00:00+00:00,361.0400085449219,361.0400085449219,365.260009765625,353.05999755859375,361.6199951171875,5657100
2019-05-13 00:00:00+00:00,345.260009765625,345.260009765625,354.260009765625,343.1000061035156,352.2900085449219,8026700
2019-05-14 00:00:00+00:00,345.6099853515625,345.6099853515625,349.95001220703125,342.5,348.7099914550781,5353000
2019-05-15 00:00:00+00:00,354.989990234375,354.989990234375,356.5,341.3900146484375,343.3399963378906,6340100
2019-05-16 00:00:00+00:00,359.30999755859375,359.30999755859375,364.0,353.94000244140625,356.3699951171875,6441500
2019-05-17 00:00:00+00:00,354.45001220703125,354.45001220703125,359.6199951171875,353.7900085449219,356.3900146484375,4725400
2019-05-20 00:00:00+00:00,348.1099853515625,348.1099853515625,352.4200134277344,345.3999938964844,351.2300109863281,4621500
2019-05-21 00:00:00+00:00,354.2699890136719,354.2699890136719,356.42999267578125,349.92999267578125,350.95001220703125,4026400
2019-05-22 00:00:00+00:00,359.7300109863281,359.7300109863281,370.4599914550781,357.29998779296875,358.010009765625,6229400
2019-05-23 00:00:00+00:00,352.2099914550781,352.2099914550781,357.4200134277344,347.70001220703125,355.5,5630400
2019-05-24 00:00:00+00:00,354.3900146484375,354.3900146484375,359.44000244140625,353.7900085449219,355.4100036621094,3831000
2019-05-28 00:00:00+00:00,355.05999755859375,355.05999755859375,361.20001220703125,353.6499938964844,354.3900146484375,4717100
2019-05-29 00:00:00+00:00,349.19000244140625,349.19000244140625,353.8500061035156,345.8999938964844,353.6000061035156,5658900
2019-05-30 00:00:00+00:00,351.8500061035156,351.8500061035156,354.2099914550781,348.29998779296875,350.54998779296875,4008000
2019-05-31 00:00:00+00:00,343.2799987792969,343.2799987792969,349.3399963378906,342.9200134277344,347.2200012207031,5023400
2019-06-03 00:00:00+00:00,336.6300048828125,336.6300048828125,347.6600036621094,332.6499938964844,343.55999755859375,7849600
2019-06-04 00:00:00+00:00,353.3999938964844,353.3999938964844,353.6099853515625,343.25,345.0,7891600
2019-06-05 00:00:00+00:00,355.7300109863281,355.7300109863281,357.8800048828125,348.7099914550781,354.3800048828125,5020100
2019-06-06 00:00:00+00:00,357.1300048828125,357.1300048828125,358.2099914550781,352.0899963378906,354.8399963378906,3710000
2019-06-07 00:00:00+00:00,360.8699951171875,360.8699951171875,365.1499938964844,355.69000244140625,357.3900146484375,4777300
2019-06-10 00:00:00+00:00,352.010009765625,352.010009765625,367.1000061035156,349.2900085449219,363.6499938964844,7810300
2019-06-11 00:00:00+00:00,351.2699890136719,351.2699890136719,357.5799865722656,348.5,355.0,5396700
2019-06-12 00:00:00+00:00,345.55999755859375,345.55999755859375,353.6099853515625,343.2300109863281,351.82000732421875,4584700
2019-06-13 00:00:00+00:00,343.42999267578125,343.42999267578125,348.5,339.25,347.2300109863281,6209300
2019-06-14 00:00:00+00:00,339.7300109863281,339.7300109863281,343.3999938964844,336.1600036621094,341.6300048828125,5019000
2019-06-17 00:00:00+00:00,350.6199951171875,350.6199951171875,351.7699890136719,342.05999755859375,342.69000244140625,5358200
2019-06-18 00:00:00+00:00,357.1199951171875,357.1199951171875,361.5,353.75,355.57000732421875,5428500
2019-06-19 00:00:00+00:00,363.5199890136719,363.5199890136719,364.739990234375,356.1199951171875,361.7200012207031,5667200
2019-06-20 00:00:00+00:00,365.2099914550781,365.2099914550781,370.1199951171875,361.2200012207031,365.9100036621094,5899500
2019-06-21 00:00:00+00:00,369.2099914550781,369.2099914550781,371.45001220703125,365.0,365.0,7448400
2019-06-24 00:00:00+00:00,371.0400085449219,371.0400085449219,375.0,370.20001220703125,370.2699890136719,4830200
2019-06-25 00:00:00+00:00,360.29998779296875,360.29998779296875,371.0,358.2900085449219,370.75,5750400
2019-06-26 00:00:00+00:00,362.20001220703125,362.20001220703125,366.7900085449219,361.6000061035156,361.6000061035156,3669700
2019-06-27 00:00:00+00:00,370.0199890136719,370.0199890136719,370.8500061035156,363.20001220703125,363.20001220703125,4138600
2019-06-28 00:00:00+00:00,367.32000732421875,367.32000732421875,371.5400085449219,364.8699951171875,370.260009765625,4592700
