Price,Adj Close,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,,
2019-03-01 00:00:00+00:00,106.73121643066406,112.52999877929688,113.0199966430664,111.66999816894531,112.88999938964844,23501200
2019-03-04 00:00:00+00:00,106.47510528564453,112.26000213623047,113.25,110.80000305175781,113.0199966430664,26608000
2019-03-05 00:00:00+00:00,105.9439697265625,111.69999694824219,112.38999938964844,111.2300033569336,112.25,19538300
2019-03-06 00:00:00+00:00,105.99140930175781,111.75,112.66000366210938,111.43000030517578,111.87000274658203,17687000
2019-03-07 00:00:00+00:00,104.70147705078125,110.38999938964844,111.55000305175781,109.87000274658203,111.4000015258789,25339000
2019-03-08 00:00:00+00:00,104.8152847290039,110.51000213623047,110.70999908447266,108.80000305175781,109.16000366210938,22818400
2019-03-11 00:00:00+00:00,107.0157470703125,112.83000183105469,112.94999694824219,110.9800033569336,110.98999786376953,26491600
2019-03-12 00:00:00+00:00,107.76502990722656,113.62000274658203,113.98999786376953,112.6500015258789,112.81999969482422,26132700
2019-03-13 00:00:00+00:00,108.59970092773438,114.5,115.0,113.77999877929688,114.12999725341797,35513800
2019-03-14 00:00:00+00:00,108.68505096435547,114.58999633789062,115.19999694824219,114.33000183105469,114.54000091552734,30763400
2019-03-15 00:00:00+00:00,109.93704223632812,115.91000366210938,117.25,114.58999633789062,115.33999633789062,54681100
2019-03-18 00:00:00+00:00,111.51148986816406,117.56999969482422,117.61000061035156,116.05000305175781,116.16999816894531,31207600
2019-03-19 00:00:00+00:00,111.5873794555664,117.6500015258789,118.44000244140625,116.98999786376953,118.08999633789062,37588700
2019-03-20 00:00:00+00:00,111.46407318115234,117.5199966430664,118.75,116.70999908447266,117.38999938964844,28113300
2019-03-21 00:00:00+00:00,114.02493286132812,120.22000122070312,120.81999969482422,117.08999633789062,117.13999938964844,29854400
2019-03-22 00:00:00+00:00,111.01830291748047,117.05000305175781,119.58999633789062,117.04000091552734,119.5,33624500
2019-03-25 00:00:00+00:00,111.59687042236328,117.66000366210938,118.01000213623047,116.31999969482422,116.55999755859375,27067100
2019-03-26 00:00:00+00:00,111.83395385742188,117.91000366210938,118.70999908447266,116.8499984741211,118.62000274658203,26097700
2019-03-27 00:00:00+00:00,110.75272369384766,116.7699966430664,118.20999908447266,115.5199966430664,117.87999725341797,22733400
2019-03-28 00:00:00+00:00,110.90446472167969,116.93000030517578,117.58000183105469,116.12999725341797,117.44000244140625,18334800
2019-03-29 00:00:00+00:00,111.86241912841797,117.94000244140625,118.31999969482422,116.95999908447266,118.06999969482422,25399800
2019-04-01 00:00:00+00:00,112.88677215576172,119.0199966430664,119.11000061035156,118.0999984741211,118.94999694824219,22789100
2019-04-02 00:00:00+00:00,113.0479965209961,119.19000244140625,119.4800033569336,118.5199966430664,119.05999755859375,18142300
2019-04-03 00:00:00+00:00,113.7878189086914,119.97000122070312,120.43000030517578,119.1500015258789,119.86000061035156,22860700
2019-04-04 00:00:00+00:00,113.20925903320312,119.36000061035156,120.2300033569336,118.37999725341797,120.0999984741211,20112800
2019-04-05 00:00:00+00:00,113.71192932128906,119.88999938964844,120.2300033569336,119.37000274658203,119.38999938964844,15826200
2019-04-08 00:00:00+00:00,113.74987030029297,119.93000030517578,120.0199966430664,118.63999938964844,119.80999755859375,15116200
2019-04-09 00:00:00+00:00,113.13338470458984,119.27999877929688,119.54000091552734,118.58000183105469,118.62999725341797,17612000
2019-04-10 00:00:00+00:00,113.99649810791016,120.19000244140625,120.3499984741211,119.54000091552734,119.76000213623047,16477200
2019-04-11 00:00:00+00:00,114.1292724609375,120.33000183105469,120.8499984741211,119.91999816894531,120.54000091552734,14209100
2019-04-12 00:00:00+00:00,114.71733856201172,120.94999694824219,120.9800033569336,120.37000274658203,120.63999938964844,19745100
2019-04-15 00:00:00+00:00,114.81217956542969,121.05000305175781,121.58000183105469,120.56999969482422,120.94000244140625,15792600
2019-04-16 00:00:00+00:00,114.54659271240234,120.7699966430664,121.6500015258789,120.0999984741211,121.63999938964844,14071800
